timestamp,headline,label,confidence,positivity_score
Today 10:00AM,"Atos and IGM Financial successfully complete public cloud transformation


(GlobeNewswire)",neutral,1.0,0.0
09:10AM,"IBM vs. Oracle: Which Hybrid Cloud Stock Offers Better Growth?


(Zacks)",neutral,1.0,0.0
09:00AM,"A $20 billion clock is ticking for OpenAI as Microsoft talks turn fractious


(Yahoo Finance)",negative,1.0,0.0
08:23AM,"Microsoft (MSFT) Reportedly Plans Thousands of Job Cuts in Sales Teams


(GuruFocus.com)",negative,0.9971,0.0029
07:13AM,"Microsoft's Next Xbox Will Run on AMD; Won't Be Tied to One Store


(GuruFocus.com)",negative,1.0,0.0
07:12AM,"Microsoft to Axe Thousands of Sales Roles at Fiscal-Year End


(GuruFocus.com)",negative,1.0,0.0
06:56AM,"Microsoft to reportedly cut thousands of jobs, focusing on sales teams


(Verdict)",negative,1.0,0.0
06:38AM,"Microsoft Plans Thousands of Job Cuts. How AI Is Reshaping the Labor Market.


(Barrons.com)",negative,1.0,0.0
06:30AM,"Magnificent 7 May Need to Make Room for Broadcom


(The Daily Upside)",negative,0.4669,0.3462
06:20AM,"Should Schwab U.S. Large-Cap Growth ETF (SCHG) Be on Your Investing Radar?


(Zacks)",negative,0.9998,0.0001
03:44AM,"Vodafone Group Names Microsofts Pilar Lopez as New Financial Chief


(The Wall Street Journal)",negative,1.0,0.0
Jun-18-25 11:22PM,"Fujitsu unveils AI-powered presentation technology, enabling automated multilingual and customizable presentations


(PR Newswire)",negative,0.904,0.0001
10:56PM,"Big Tech's AI Takeover? Amazon, Google, and Microsoft Push for 10-Year Regulatory Freeze


(GuruFocus.com)",negative,0.9924,0.0028
09:31PM,"Nvidia Stock Could Rise Another 38%, Making Jensen Huang-Led AI Giant A Nearly $5 Trillion Company, Says Barclays


(Benzinga)",neutral,0.8853,0.0001
05:38PM,"Amazon CEO Andy Jassy says company will cut jobs amid AI boom. It's already happening at Microsoft.


(Yahoo Finance)",negative,0.9999,0.0001
05:35PM,"Microsoft Stock Just Hit a Fresh High; Company Plans to Trim Thousands of Jobs, Report Says


(Investopedia)",negative,0.9589,0.0322
05:19PM,"Microsoft Plans to Cut Thousands More Employees


(The Wall Street Journal)",negative,0.9999,0.0001
05:02PM,"Microsoft's reported job cuts & OpenAI beef: What to know


(Yahoo Finance Video)",negative,0.9606,0.0394
04:03PM,"Microsoft prepared to abandon high-stakes talks with OpenAI, FT reports


(Reuters)",negative,0.9997,0.0003
03:50PM,"Microsoft prepared to walk away from high-stakes OpenAI talks


(Financial Times)",negative,0.9999,0.0001
03:11PM,"Microsoft plans to cut thousands of jobs in sales division - Bloomberg


(Investing.com)",negative,0.9999,0.0001
02:39PM,"Microsoft planning thousands of job cuts aimed at salespeople, Bloomberg News reports


(Reuters)",negative,1.0,0.0
02:28PM,"Microsoft Planning Thousands More Job Cuts Aimed at Salespeople


(Bloomberg)",negative,0.9999,0.0001
01:59PM,"KPMG Launches KPMG Workbench: A Multi-Agent AI Platform, Transforming Client Delivery and Ways of Working Across the Global Organization


(Newsfile)",neutral,0.9881,0.0
01:57PM,"Advertising Could be AI's Next Frontier. Get Ready for Ads in Chatbots.


(Barrons.com)",negative,0.9959,0.0
12:35PM,"What to know about Microsoft and AMD's Xbox partnership


(Yahoo Finance Video)",negative,0.9998,0.0002
12:14PM,"Stocks rise, Amazon CEO says AI will shrink workforce, Circle jumps


(Yahoo Finance Video)",negative,0.9953,0.0003
11:57AM,"3 Stocks That Cathie Wood Bought on Tuesday


(Motley Fool)",negative,1.0,0.0
11:22AM,"Marvell Stock Surges. What Could Keep Its AI Chip Rally Going.


(Barrons.com)",neutral,0.9998,0.0
11:03AM,"330% Returns YTD: Is CoreWeave's Momentum Softening?


(MarketBeat)",positive,0.9999,0.9999
10:54AM,"IonQ Stock Trades Higher Than Industry at 92.64X P/S: Still a Buy?


(Zacks)",neutral,1.0,0.0
09:32AM,"Microsoft-OpenAI Rift May Cap Stock Upside Potential


(MarketBeat)",neutral,1.0,0.0
08:52AM,"Can Upwork's AI Push Set It Apart in the Freelance Economy?


(Zacks)",negative,0.9977,0.0014
08:50AM,"Zacks Investment Ideas feature highlights: Oracle, Microsoft and Amazon


(Zacks)",negative,0.9998,0.0
08:49AM,"Upwork Quietly Becoming an AI Talent Powerhouse: Why it Matters


(Zacks)",neutral,0.9656,0.0023
08:30AM,"SolarWinds Appoints Tim Karaca as Chief Financial Officer


(Business Wire)",negative,0.9997,0.0003
08:13AM,"Microsoft Joins Forces with AMD to Power Future of Xbox Across Devices


(GuruFocus.com)",negative,0.9996,0.0
07:25AM,"Broadcoms 340% Rally Has Wall Street Debating If It's Magnificent Seven Material


(Bloomberg)",positive,0.9789,0.9789
06:30AM,"AI warnings are the hip new way for CEOs to keep their workers afraid of losing their jobs


(CNN Business)",negative,0.5761,0.0145
06:20AM,"Should Schwab Fundamental U.S. Large Company ETF (FNDX) Be on Your Investing Radar?


(Zacks)",negative,0.9999,0.0001
06:20AM,"Should iShares S&P 500 Value ETF (IVE) Be on Your Investing Radar?


(Zacks)",negative,0.9999,0.0001
06:20AM,"Should You Invest in the Fidelity MSCI Information Technology Index ETF (FTEC)?


(Zacks)",negative,1.0,0.0
06:20AM,"Should SPDR Dow Jones Industrial Average ETF (DIA) Be on Your Investing Radar?


(Zacks)",negative,1.0,0.0
04:56AM,"The ""Magnificent Seven"" Stocks Could Help This Unstoppable Vanguard ETF Turn $200,000 Into $1 Million in Under 15 Years


(Motley Fool)",negative,0.9936,0.0001
04:10AM,"Meta offered $100 mn bonuses to poach OpenAI employees: CEO Altman


(AFP)",negative,1.0,0.0
04:05AM,"Pope Leo makes AIs threat to humanity a signature issue


(TechCrunch)",positive,0.9936,0.9936
04:00AM,"Bull of the Day: Credo Technology Group (CRDO)


(Zacks)",negative,1.0,0.0
02:00AM,"Companies Keep Issuing 'Stupid' Earnings for One Simple Reason: It Makes Them Look Better


(Barrons.com)",neutral,0.8964,0.0009
Jun-17-25 07:31PM,"Bill Gates Once Scoffed, 'Spend All Day With A Guy Who Just Picks Stocks?'Before Discovering That The 'Stock Picker' Had A Mastermind's Blueprint For Winning In Business


(Benzinga)",negative,0.9997,0.0002
06:54PM,"Analyst Report: Arista Networks Inc


(Morningstar Research)",negative,0.9999,0.0001
05:28PM,"Buy Microsoft despite reported OpenAI tensions: Strategist


(Yahoo Finance Video)",neutral,0.9999,0.0
05:09PM,"OpenAIs $200M DoD contract could squeeze frenemy Microsoft


(TechCrunch)",neutral,0.7726,0.0051
05:06PM,"Microsoft and AMD announce multi-year Xbox chip deal


(Yahoo Finance)",neutral,0.8534,0.0
04:39PM,"OpenAI Seeks Profit Waiver From Microsoft (MSFT) Amid Restructuring Push


(GuruFocus.com)",neutral,0.6293,0.001
04:36PM,"Stocks to Watch Recap: T-Mobile, Eli Lilly, Verve Therapeutics, First Solar


(The Wall Street Journal)",negative,1.0,0.0
04:28PM,"AWS' new CPU server isn't a major threat to Nvidia, says Intelligent Alpha's Doug Clinton


(CNBC TV)",negative,0.9573,0.0426
04:18PM,"CoreWeave stock surge brings post-IPO rally to 340% after unusually positive analyst downgrade


(Yahoo Finance)",neutral,1.0,0.0
02:37PM,"Microsoft Shares Slip as OpenAI Dispute Sparks Antitrust Concerns


(GuruFocus.com)",positive,0.9998,0.9998
02:27PM,"AGI at the core of OpenAI, Microsoft tensions


(CNBC TV)",negative,1.0,0.0
02:10PM,"Microsoft Corporation (MSFT)'s CFO ""Told A Great Story,"" Says Jim Cramer


(Insider Monkey)",negative,0.9469,0.0011
02:00PM,"Google, Microsoft, Elon Musk's xAI Reportedly Cut Ties With Scale AI After Mark Zuckerberg's Meta Buys Stake


(Benzinga)",negative,0.9972,0.0028
01:41PM,"AI wont cure the infinite workday unless companies reengineer work, Microsoft says


(Fortune)",negative,0.9987,0.0008
01:27PM,"Microsoft and OpenAI's slow untangling


(CNBC TV)",negative,0.6051,0.394
12:37PM,"Squawk Pod: Steve Eisman's market calls: Middle East conflict & a trade war - 06/17/25  Audio Only


(CNBC TV)",negative,1.0,0.0
12:32PM,"OpenAI's $3 Billion Windsurf buy sparks Microsoft IP clash


(GuruFocus.com)",neutral,0.9992,0.0
12:27PM,"Microsoft OpenAI feud heats up: What you need to know


(CNBC TV)",negative,0.9995,0.0004
11:59AM,"BABA Down 8% in a Month: Will Partnership With Apple Aid Recovery?


(Zacks)",positive,1.0,1.0
11:40AM,"Forget 9 to 5: Microsoft says the 'infinite workday' is already here


(Quartz)",negative,1.0,0.0
11:29AM,"Oracle Adds AMD GPUs in Cloud Infrastructure: Will This Aid Growth?


(Zacks)",neutral,1.0,0.0
11:15AM,"Oracle Earnings Impress: Are Cloud Stocks a Buy?


(Zacks)",neutral,0.9938,0.0061
11:00AM,"Dan Ives AI ETF Tops $100M in AUM in Just 5 Days of Launch


(Zacks)",negative,0.9999,0.0
10:53AM,"Stocks to Watch Tuesday: T-Mobile, Eli Lilly, Verve Therapeutics, First Solar


(The Wall Street Journal)",negative,1.0,0.0
10:22AM,"Trump says he'll extend TikTok sale deadline for third time


(Yahoo Finance)",negative,1.0,0.0
09:47AM,"Microsoft Stock Falls Amid OpenAI Row. Why the Partnership Is Under Threat.


(Barrons.com)",positive,0.9977,0.9977
08:30AM,"Ontinue Achieves SBTi Validation for Near-Term and Net-Zero Emissions Reduction Targets


(PR Newswire)",neutral,0.9837,0.0
08:05AM,"Oracles $116 Billion Surge Leaves Little Room for Error on AI


(Bloomberg)",negative,0.5192,0.4804
08:01AM,"Welcome to the infinite workday of 8 p.m. meetings and constant messages


(CNN Business)",negative,0.9981,0.0
07:28AM,"Microsoft Stock Falls. Why It Faces a Rupture With OpenAI.


(Barrons.com)",positive,0.9775,0.9775
07:26AM,"OpenAI executives consider accusing Microsoft of anticompetitive behavior: Report


(CNBC TV)",negative,0.9845,0.0155
07:16AM,"Microsoft Stock Falls. Why It Faces a Potential Rupture With OpenAI.


(Barrons.com)",positive,0.9935,0.9935
06:20AM,"Should WisdomTree U.S. LargeCap Dividend ETF (DLN) Be on Your Investing Radar?


(Zacks)",negative,0.9997,0.0002
05:37AM,"54% of Nvidia's Q1 Revenue Came From 4 Mystery Customers -- Who Could They Be?


(Motley Fool)",negative,1.0,0.0
04:25AM,"Project Portfolio Management (PPM) Software Market Outlook 2025-2029: Assessment of Business and Investment Opportunities


(GlobeNewswire)",negative,1.0,0.0
03:28AM,"Infomaniak democratises email encryption for all its users, free of charge


(GlobeNewswire)",negative,0.9999,0.0
02:23AM,"Microsoft Develops Specialized 365 Copilot AI for Pentagon


(Insider Monkey)",negative,1.0,0.0
02:15AM,"Aduna collaborates with Microsoft to expand global reach and intelligence of network APIs


(PR Newswire)",negative,0.9663,0.0
Jun-16-25 07:18PM,"Investing Playbook for H2 2025: Quality, AI, and Gold


(Zacks)",negative,1.0,0.0
06:40PM,"The cracks in the OpenAI-Microsoft relationship are reportedly widening


(TechCrunch)",negative,0.9788,0.0205
06:15PM,"2 Unstoppable Dow Dividend Stocks to Buy and Hold Forever


(Motley Fool)",negative,0.6371,0.0274
04:43PM,"Washington Post Probes Hack of Journalist Email Accounts


(Bloomberg)",negative,0.9999,0.0001
04:15PM,"TikTok will go dark June 19 unless Trump gives it another lifeline


(Yahoo Finance)",negative,1.0,0.0
04:12PM,"OpenAI executives weigh antitrust accusation against Microsoft, WSJ reports


(Reuters)",negative,0.9982,0.0018
04:12PM,"OpenAI executives have discussed accusing Microsoft of anticompetitive behavior, WSJ reports


(Reuters)",negative,0.9917,0.0083
03:58PM,"OpenAI and Microsoft Tensions Are Reaching a Boiling Point


(The Wall Street Journal)",negative,1.0,0.0
03:46PM,"Big Tech ETF posts sharp rally to outperform S&P 500


(MarketWatch)",neutral,1.0,0.0
03:42PM,"Time Inc. CEO on embracing AI: It's better to have a seat at the table


(Yahoo Finance)",negative,0.8484,0.0001
03:42PM,"Time CEO on embracing AI: It's better to have a seat at the table


(Yahoo Finance)",neutral,0.6568,0.0001
02:04PM,"CoreWeave Stock Gets a Downgrade. The Same Analyst Doubled His Price Target.


(Barrons.com)",negative,0.8265,0.1065
01:29PM,"AMD Stock Soars as Piper Sandler Raises Price Target After 'Advancing AI' Event


(Investopedia)",neutral,0.9994,0.0
12:01PM,"Microsoft commits to keeping European cloud data local


(Verdict)",negative,1.0,0.0
